iter	Logloss
424	0.02911419519
425	0.02903831368
426	0.02901754138
427	0.02899963325
428	0.02893090008
429	0.0289140923
430	0.02890152576
431	0.02887725984
432	0.02887113735
433	0.02884057645
434	0.02883099062
435	0.02881205731
436	0.02869971871
437	0.02868663751
438	0.02867224756
439	0.02866339332
440	0.02865273534
441	0.02863732789
442	0.02860568933
443	0.02855113003
444	0.02851866174
445	0.02846957572
446	0.02845497787
447	0.02844647069
448	0.02843184497
449	0.02841186494
450	0.0284022501
451	0.02838571537
452	0.02836384343
453	0.02835463793
454	0.02834963383
455	0.02834027529
456	0.02832676322
457	0.02828207549
458	0.02825997221
459	0.02824866077
460	0.02823285964
461	0.02822442887
462	0.02819666803
463	0.02817954999
464	0.02817272445
465	0.02816002464
466	0.02815415248
467	0.02808251491
468	0.0280618666
469	0.02805329416
470	0.02804633328
471	0.02802451257
472	0.02801360059
473	0.02798821744
474	0.02797321934
475	0.02795420102
476	0.02793426963
477	0.02792659005
478	0.02790832956
479	0.02789746179
480	0.02789552772
481	0.02787230947
482	0.02785898605
483	0.02784964506
484	0.02783662195
485	0.02781100269
486	0.02778422444
487	0.02777658811
488	0.02777162071
489	0.02776145159
490	0.02764554721
491	0.02756890672
492	0.0274837618
493	0.02741956044
494	0.02741191851
495	0.02740158188
496	0.02739353695
497	0.02734148462
498	0.02733794198
499	0.02731993117
