iter	Logloss
0	0.5004440497
1	0.3870897575
2	0.3093946145
3	0.2573653618
4	0.2207760225
5	0.1944609553
6	0.1691404705
7	0.1566931863
8	0.1431563226
9	0.1343989744
10	0.1283078934
11	0.1191980455
12	0.1111087439
13	0.106912362
14	0.1042348442
15	0.09964186988
16	0.09609673307
17	0.09333772415
18	0.09116413215
19	0.08849045621
20	0.08655089324
21	0.08512611666
22	0.08420785454
23	0.08215630719
24	0.08082857497
25	0.08005898121
26	0.078765077
27	0.07818614045
28	0.07668265976
29	0.07582582129
30	0.074842215
31	0.07421385584
32	0.07298309725
33	0.07213339797
34	0.07128878994
35	0.07085704308
36	0.07013217259
37	0.06937504641
38	0.06890507457
39	0.06854280603
40	0.06795380162
41	0.06753456656
42	0.06692835938
43	0.06633930288
44	0.0659910413
45	0.06546637209
46	0.06503629964
47	0.06479067779
48	0.06405105333
49	0.06363927746
50	0.06341616556
51	0.0628654753
52	0.06235501405
53	0.06216348996
54	0.06182196988
55	0.06148729502
56	0.06128283506
57	0.06092784686
58	0.0605856662
59	0.06022426269
60	0.05982210666
61	0.05948116029
62	0.05925758042
63	0.05846466639
64	0.05827524023
65	0.05806006646
66	0.0579576148
67	0.05728033811
68	0.05660851756
69	0.05623327819
70	0.05601445639
71	0.05585837513
72	0.05565084643
73	0.05521027652
74	0.05503909595
75	0.05490911418
76	0.05434790497
77	0.05419009363
78	0.05398937636
79	0.05380779035
80	0.0532566031
81	0.05296989983
82	0.05280466554
83	0.05263690606
84	0.05246172069
85	0.05234100013
86	0.0521923699
87	0.05178617049
88	0.05167180469
89	0.05156202757
90	0.05148303854
91	0.05135366927
92	0.0512508472
93	0.05115437384
94	0.0505916681
95	0.0503360474
96	0.05018438232
97	0.05005027658
98	0.04988122481
99	0.0497538818
100	0.04948909171
101	0.0494174181
102	0.04921401922
103	0.04912761543
104	0.04904399145
105	0.0488775191
106	0.0487416155
107	0.04824632884
108	0.04798039277
109	0.0478460051
110	0.04777493917
111	0.04767277243
112	0.04755006731
113	0.04716930913
114	0.04694436253
115	0.04688630667
116	0.04668429349
117	0.04662650457
118	0.04650251741
119	0.04645732016
120	0.04639014572
121	0.0462803314
122	0.04608602248
123	0.04591247267
124	0.04584804734
125	0.04577091932
126	0.04572052097
127	0.04558656666
128	0.04553052589
129	0.04546274097
130	0.04540169625
131	0.04535110469
132	0.04529124489
133	0.04518892474
134	0.04512557281
135	0.04502464676
136	0.04461217546
137	0.04453236278
138	0.04442573954
139	0.04437147654
140	0.04432813549
141	0.04430036064
142	0.04412682643
143	0.04408154455
144	0.04380797036
145	0.04371033049
146	0.04353601609
147	0.04344205548
148	0.04338433766
149	0.0431685613
150	0.04310021687
151	0.04296815627
152	0.04289715525
153	0.04283873906
154	0.04265051519
155	0.042515691
156	0.04234965433
157	0.04226392799
158	0.04208280683
159	0.04196716452
160	0.04190761307
161	0.04184896973
162	0.04179689287
163	0.04175647293
164	0.04152452289
165	0.04145270374
166	0.04139881748
167	0.04132791735
168	0.04126179086
169	0.04122809657
170	0.04104096443
171	0.04094495121
172	0.04089305844
173	0.04076611131
174	0.04069558572
175	0.04060810011
176	0.04055696858
177	0.04045818731
178	0.04041505853
179	0.0403638611
180	0.04027468365
181	0.04021561313
182	0.04008229145
183	0.04002463249
184	0.03999796465
185	0.03994994012
186	0.0398587163
187	0.03973213112
188	0.03942476357
189	0.03925947922
190	0.03921112611
191	0.03910775571
192	0.03899027505
193	0.03891714903
194	0.03875399188
195	0.0387203676
196	0.0386073277
197	0.03850405046
198	0.03842435825
199	0.03830518349
200	0.03825160488
201	0.03821104096
202	0.03818972095
203	0.03806786427
204	0.03796092822
205	0.0378620057
206	0.0378346239
207	0.0378071816
208	0.03773502776
209	0.03768586739
210	0.03766916635
211	0.03765275274
212	0.03763275931
213	0.03737142156
214	0.03730373179
215	0.03724483168
216	0.03722507934
217	0.03715640875
218	0.03714433195
219	0.03710945279
220	0.03706534155
221	0.03703358654
222	0.03696129524
223	0.03693029203
224	0.03683578209
225	0.0365415546
226	0.03647770517
227	0.03639201369
228	0.03635225764
229	0.0363200712
230	0.0362652646
231	0.03615281034
232	0.03612241064
233	0.03605353617
234	0.03602168405
235	0.03599841368
236	0.03596420727
237	0.03593425989
238	0.03590916621
239	0.03587674113
240	0.03582509578
241	0.03576342245
242	0.03570989496
243	0.03562198141
244	0.03539236737
245	0.03536669537
246	0.03534891549
247	0.0352927826
248	0.03526400715
249	0.03524322971
250	0.03519866175
251	0.03515861884
252	0.03510444789
253	0.03508251823
254	0.03501447159
255	0.03496266449
256	0.0349165763
257	0.0348340968
258	0.03474759398
259	0.03463710114
260	0.03462655367
261	0.03459976529
262	0.03456629359
263	0.03449167208
264	0.03444356518
265	0.03442706435
266	0.03430011197
267	0.03421110241
268	0.03418177351
269	0.03404603078
270	0.03403198515
271	0.03397841778
272	0.03395918776
273	0.03395303431
274	0.03391963165
275	0.03387725192
276	0.03385016611
277	0.03382181695
278	0.03379629769
279	0.03374219049
280	0.03370560507
281	0.03368346073
282	0.03357637646
283	0.03355630049
284	0.03345763029
285	0.03343362392
286	0.03342099266
287	0.03338763932
288	0.03336331998
289	0.03333955014
290	0.03332702568
291	0.03318019524
292	0.0331457712
293	0.0331279425
294	0.03308810703
295	0.0330302921
296	0.03301555139
297	0.03299525977
298	0.03297455442
299	0.03295077796
300	0.03294075726
301	0.03291279426
302	0.03288351237
303	0.03286656566
304	0.03286212301
305	0.03279234327
306	0.03276303275
307	0.0327398853
308	0.03269649014
309	0.03268493681
310	0.03266395081
311	0.03263740885
312	0.03259245384
313	0.03258016504
314	0.03256208752
315	0.03254441275
316	0.03235997222
317	0.03234835397
318	0.0323387277
319	0.03232691701
320	0.03231651312
321	0.03227743499
322	0.0322577879
323	0.03224238408
324	0.03219851636
325	0.03208404499
326	0.03208009156
327	0.03206719854
328	0.03205065268
329	0.03204142669
330	0.03202077841
331	0.03194764213
332	0.03192710338
333	0.03190909513
334	0.03189216406
335	0.03187743777
336	0.03186346236
337	0.0318490474
338	0.03184232567
339	0.03182400048
340	0.03181840367
341	0.03179576998
342	0.03177542208
343	0.03175796917
344	0.03174147334
345	0.03172123636
346	0.03169740998
347	0.03168230296
348	0.03167753521
349	0.03165712666
350	0.03164358926
351	0.03161586543
352	0.03146147734
353	0.03145361959
354	0.03144730986
355	0.03140330313
356	0.0313892694
357	0.03138064428
358	0.03137518578
359	0.03134764078
360	0.03134281193
361	0.03132750523
362	0.0313152974
363	0.03129539735
364	0.03113766336
365	0.03112646098
366	0.03111075199
367	0.03107903399
368	0.03105287165
369	0.03104171998
370	0.03103057322
371	0.03096360786
372	0.03092377429
373	0.03089847512
374	0.03087503894
375	0.03086609664
376	0.03084623996
377	0.03083185208
378	0.03082547302
379	0.03080303274
380	0.03074560082
381	0.03072254766
382	0.0307011342
383	0.03068801573
384	0.03068460451
385	0.03064074664
386	0.03058331089
387	0.03056386796
388	0.03053058333
389	0.03049869997
390	0.03047697455
391	0.03046479727
392	0.03045301696
393	0.03043763839
394	0.03042079469
395	0.03040698407
396	0.03040162445
397	0.03027914666
398	0.03007232013
399	0.03005851095
400	0.03003490902
401	0.02985861235
402	0.02983653846
403	0.02982275392
404	0.02978301862
405	0.02977869572
406	0.02976953411
407	0.02972195218
408	0.02961425845
409	0.02960444215
410	0.0295741547
411	0.02948513017
412	0.02947093653
413	0.0294627611
414	0.02945490937
415	0.0294459967
416	0.02934728081
417	0.0292781999
418	0.02926878976
419	0.02926424693
420	0.02921765612
421	0.02921257488
422	0.0291919543
423	0.02918010771
